"3"	"49"	"1"	"1"	"Assay Name"	"0"	"1"		"1"	"1"	"61"	"folderName"	"FIXED"	"0"	"FREETEXT"	"1"
"3"	"50"	"1"	"2"	"Assay Description"	"0"	"1"		"1"	"1"	"62"	"description"	"FIXED"	"0"	"FREETEXTAREA"	
"3"	"51"	"1"	"6"	"Measurement Type/Technology/Vendor/Platform Name"	"bioAssayPlatform"	"1"	"PLATFORM_NAME"	"1"	"1"	"63"		"BIO_ASSAY_PLATFORM"	"1"	"COMPOUNDPICKLIST"	"1"
"5"	"52"	"0"	"5"	"Provider name"	"0"	"1"		"1"	"1"	"78"		"CUSTOM"	"1"	"FREETEXT"	"0"
"5"	"53"	"0"	"6"	"Provider email"	"0"	"1"		"1"	"1"	"79"		"CUSTOM"	"1"	"FREETEXT"	"0"
"2"	"54"	"1"	"2"	"Study title"	"0"	"1"	"STUDY_TITLE"	"1"	"1"	"1"	"title"	"FIXED"	"0"	"FREETEXT"	"1"
"2"	"55"	"1"	"3"	"Study description"	"0"	"1"	"STUDY_DESCRIPTION"	"1"	"0"	"3"	"description"	"FIXED"	"0"	"FREETEXTAREA"	
"2"	"56"	"1"	"4"	"Pathology"	"bioDisease"	"1"	"PATHOLOGY"	"1"	"1"	"2"		"BIO_DISEASE"	"1"	"MULTIPICKLIST"	"1"
"4"	"57"	"1"	"2"	"Analysis Name"	"0"	"1"		"1"	"1"	"66"	"name"	"FIXED"	"0"	"FREETEXT"	"1"
"4"	"58"	"1"	"3"	"Analysis Description"	"0"	"1"		"1"	"1"	"67"	"longDescription"	"FIXED"	"0"	"FREETEXTAREA"	
"4"	"59"	"1"	"4"	"Measurement Type/Technology/Vendor/Platform Name"	"bioAssayPlatform"	"1"	"PLATFORM_NAME"	"1"	"1"	"68"		"BIO_ASSAY_PLATFORM"	"1"	"COMPOUNDPICKLIST"	"1"
"4"	"60"	"0"	"1"	"Analysis Identifier"	"0"	"1"		"0"	"0"	"69"	"bioAssayAnalysisID"	"FIXED"	"0"	"FREETEXT"	
"5"	"61"	"1"	"1"	"Folder Name"	"0"	"1"		"1"	"1"	"70"	"folderName"	"FIXED"	"0"	"FREETEXT"	"1"
"5"	"62"	"1"	"2"	"File Description"	"0"	"1"		"1"	"1"	"71"	"description"	"FIXED"	"0"	"FREETEXTAREA"	
"5"	"63"	"1"	"3"	"File Type"	"0"	"1"	"FILE_TYPE"	"1"	"1"	"72"		"CUSTOM"	"1"	"MULTIPICKLIST"	"1"
"3"	"64"	"1"	"5"	"Type of Biomarkers Studied"	"0"	"1"	"ASSAY_TYPE_OF_BM_STUDIED"	"1"	"1"	"74"		"CUSTOM"	"1"	"MULTIPICKLIST"	
"3"	"65"	"1"	"4"	"Biomarkers Studied"	"bioMarker"	"-1"	"BIO_MARKER"	"1"	"1"	"76"		"BIO_MARKER"	"1"	"MULTIPICKLIST"	"1"
